pattern_len,num_elts,tidlist_len,sup,pattern
2,2,852,669,<{3005}->{3064}>
2,2,663,507,<{3005}->{3067}>
2,2,913,698,<{3005}->{3069}>
2,2,787,574,<{3005}->{3082}>
2,2,654,511,<{3006}->{3005}>
2,2,572,471,<{3006}->{3006}>
2,2,665,509,<{3006}->{3031}>
2,2,690,533,<{3007}->{3005}>
2,2,700,527,<{3007}->{3031}>
2,2,647,525,<{3007}->{3064}>
2,2,696,516,<{3007}->{3069}>
2,2,576,442,<{3008}->{3005}>
2,2,550,428,<{3008}->{3031}>
2,2,883,667,<{3014}->{3005}>
2,2,1464,1108,<{3014}->{3014}>
2,2,676,518,<{3014}->{3016}>
2,2,851,632,<{3014}->{3022}>
2,2,1218,940,<{3014}->{3030}>
2,2,981,755,<{3014}->{3031}>
2,2,856,674,<{3014}->{3042}>
2,2,587,422,<{3014}->{3048}>
2,2,547,439,<{3014}->{3063}>
2,2,637,507,<{3014}->{3064}>
2,2,899,683,<{3014}->{3069}>
2,2,752,554,<{3014}->{3082}>
2,2,654,491,<{3016}->{3014}>
2,2,780,613,<{3022}->{3005}>
2,2,679,524,<{3022}->{3014}>
2,2,1216,870,<{3022}->{3022}>
2,2,813,647,<{3022}->{3031}>
2,2,665,529,<{3022}->{3042}>
2,2,557,424,<{3022}->{3048}>
2,2,542,428,<{3022}->{3058}>
2,2,694,529,<{3022}->{3069}>
2,2,807,587,<{3022}->{3082}>
2,2,598,427,<{3023}->{3023}>
2,2,624,493,<{3027}->{3005}>
2,2,709,561,<{3027}->{3014}>
2,2,587,457,<{3027}->{3031}>
2,2,679,537,<{3027}->{3042}>
2,2,1022,798,<{3030}->{3005}>
2,2,1651,1296,<{3030}->{3014}>
2,2,757,558,<{3030}->{3022}>
2,2,581,442,<{3030}->{3023}>
2,2,1182,891,<{3030}->{3030}>
2,2,951,730,<{3030}->{3031}>
2,2,1183,960,<{3030}->{3042}>
2,2,640,516,<{3030}->{3063}>
2,2,716,569,<{3030}->{3064}>
2,2,557,424,<{3030}->{3067}>
2,2,863,650,<{3030}->{3069}>
2,2,890,645,<{3030}->{3082}>
2,2,1394,1097,<{3031}->{3005}>
2,2,750,593,<{3031}->{3014}>
2,2,803,581,<{3031}->{3022}>
2,2,601,476,<{3031}->{3030}>
2,2,1285,991,<{3031}->{3031}>
2,2,659,501,<{3031}->{3032}>
2,2,567,428,<{3031}->{3034}>
2,2,685,555,<{3031}->{3035}>
2,2,567,431,<{3031}->{3038}>
2,2,731,573,<{3031}->{3042}>
2,2,541,437,<{3031}->{3063}>
2,2,912,713,<{3031}->{3064}>
2,2,599,453,<{3031}->{3067}>
2,2,833,628,<{3031}->{3069}>
2,2,828,619,<{3031}->{3082}>
2,2,561,438,<{3032}->{3005}>
2,2,591,467,<{3032}->{3031}>
2,2,608,438,<{3032}->{3032}>
2,2,917,718,<{3034}->{3005}>
2,2,606,477,<{3034}->{3031}>
2,2,573,458,<{3034}->{3032}>
2,2,802,577,<{3034}->{3034}>
2,2,550,463,<{3034}->{3035}>
2,2,660,499,<{3034}->{3064}>
2,2,830,631,<{3035}->{3005}>
2,2,609,471,<{3035}->{3014}>
2,2,885,641,<{3035}->{3031}>
2,2,742,595,<{3035}->{3035}>
2,2,561,452,<{3035}->{3042}>
2,2,613,481,<{3035}->{3064}>
2,2,611,478,<{3035}->{3069}>
2,2,725,568,<{3038}->{3005}>
2,2,650,514,<{3038}->{3014}>
2,2,591,449,<{3038}->{3022}>
2,2,658,507,<{3038}->{3031}>
2,2,778,609,<{3038}->{3038}>
2,2,722,565,<{3038}->{3042}>
2,2,606,489,<{3038}->{3064}>
2,2,616,449,<{3038}->{3069}>
2,2,631,481,<{3038}->{3082}>
2,2,780,620,<{3042}->{3005}>
2,2,799,624,<{3042}->{3014}>
2,2,716,511,<{3042}->{3022}>
2,2,581,429,<{3042}->{3023}>
2,2,727,553,<{3042}->{3030}>
2,2,857,683,<{3042}->{3031}>
2,2,1146,880,<{3042}->{3042}>
2,2,623,478,<{3042}->{3063}>
2,2,543,437,<{3042}->{3064}>
2,2,729,530,<{3042}->{3069}>
2,2,645,494,<{3042}->{3082}>
2,2,594,451,<{3048}->{3005}>
2,2,599,460,<{3048}->{3014}>
2,2,623,439,<{3048}->{3022}>
2,2,540,435,<{3048}->{3042}>
2,2,959,678,<{3048}->{3048}>
2,2,664,495,<{3048}->{3069}>
2,2,942,713,<{3049}->{3005}>
2,2,700,533,<{3049}->{3031}>
2,2,625,489,<{3049}->{3042}>
2,2,726,561,<{3049}->{3049}>
2,2,710,549,<{3049}->{3069}>
2,2,629,485,<{3051}->{3005}>
2,2,734,544,<{3052}->{3005}>
2,2,563,452,<{3052}->{3064}>
2,2,980,759,<{3055}->{3005}>
2,2,677,521,<{3055}->{3014}>
2,2,710,553,<{3055}->{3031}>
2,2,630,494,<{3055}->{3042}>
2,2,611,490,<{3055}->{3055}>
2,2,699,539,<{3055}->{3063}>
2,2,605,488,<{3055}->{3064}>
2,2,635,488,<{3055}->{3069}>
2,2,603,435,<{3055}->{3082}>
2,2,703,537,<{3062}->{3005}>
2,2,674,507,<{3063}->{3005}>
2,2,641,490,<{3063}->{3031}>
2,2,797,607,<{3063}->{3063}>
2,2,573,458,<{3063}->{3064}>
2,2,572,425,<{3063}->{3082}>
2,2,1091,820,<{3064}->{3005}>
2,2,706,590,<{3064}->{3014}>
2,2,663,469,<{3064}->{3022}>
2,2,636,504,<{3064}->{3030}>
2,2,1064,826,<{3064}->{3031}>
2,2,596,465,<{3064}->{3032}>
2,2,753,554,<{3064}->{3034}>
2,2,669,542,<{3064}->{3035}>
2,2,684,540,<{3064}->{3038}>
2,2,775,627,<{3064}->{3042}>
2,2,674,534,<{3064}->{3063}>
2,2,1143,891,<{3064}->{3064}>
2,2,686,524,<{3064}->{3067}>
2,2,999,751,<{3064}->{3069}>
2,2,811,593,<{3064}->{3082}>
2,2,933,698,<{3067}->{3005}>
2,2,680,536,<{3067}->{3014}>
2,2,594,431,<{3067}->{3022}>
2,2,744,575,<{3067}->{3031}>
2,2,558,456,<{3067}->{3035}>
2,2,658,515,<{3067}->{3042}>
2,2,683,538,<{3067}->{3064}>
2,2,1013,751,<{3067}->{3067}>
2,2,642,472,<{3067}->{3069}>
2,2,816,584,<{3067}->{3082}>
2,2,898,680,<{3068}->{3005}>
2,2,689,542,<{3068}->{3014}>
2,2,562,451,<{3068}->{3030}>
2,2,786,598,<{3068}->{3031}>
2,2,877,722,<{3068}->{3042}>
2,2,567,442,<{3068}->{3063}>
2,2,768,602,<{3068}->{3064}>
2,2,718,535,<{3068}->{3069}>
2,2,835,637,<{3068}->{3082}>
2,2,1018,778,<{3069}->{3005}>
2,2,967,749,<{3069}->{3014}>
2,2,907,675,<{3069}->{3022}>
2,2,743,582,<{3069}->{3030}>
2,2,974,740,<{3069}->{3031}>
2,2,543,447,<{3069}->{3035}>
2,2,549,431,<{3069}->{3038}>
2,2,1016,812,<{3069}->{3042}>
2,2,684,480,<{3069}->{3048}>
2,2,584,455,<{3069}->{3049}>
2,2,659,526,<{3069}->{3063}>
2,2,849,683,<{3069}->{3064}>
2,2,606,452,<{3069}->{3067}>
2,2,1350,994,<{3069}->{3069}>
2,2,580,478,<{3069}->{3075}>
2,2,1035,777,<{3069}->{3082}>
2,2,526,423,<{3074}->{3005}>
2,2,833,655,<{3082}->{3005}>
2,2,586,458,<{3082}->{3014}>
2,2,630,473,<{3082}->{3022}>
2,2,777,606,<{3082}->{3031}>
2,2,611,493,<{3082}->{3042}>
2,2,750,579,<{3082}->{3069}>
2,2,1277,922,<{3082}->{3082}>
